,DISTANCE,SWATHWIDTH,BuPerAc,SECTIONID,WetMass,Moisture,Heading,Elevation,Machine,Speed,geometry,Aeroptic Average NIR,Aeroptic Average RED,Aeroptic Average Blue,Aeroptic Average Green,Aeroptic Average NDVI,Aeroptic Average GNDVI,Aeroptic Relative NIR,Aeroptic Relative RED,Aeroptic Relative Blue,Aeroptic Relative Green,Aeroptic Relative NDVI,Aeroptic Relative GNDVI,Pleiades Average NIR,Pleiades Average RED,Pleiades Average Blue,Pleiades Average Green,Pleiades Average NDVI,Pleiades Average GNDVI,Pleiades Relative NIR,Pleiades Relative RED,Pleiades Relative Blue,Pleiades Relative Green,Pleiades Relative NDVI,Pleiades Relative GNDVI,Spot Average NIR,Spot Average RED,Spot Average Blue,Spot Average Green,Spot Average NDVI,Spot Average GNDVI,Spot Relative NIR,Spot Relative RED,Spot Relative Blue,Spot Relative Green,Spot Relative NDVI,Spot Relative GNDVI
0,6.339823213644953,29.776142998801774,204.74462301111373,5798.0,11465.158218661618,12.463393010041454,272.4532049274319,706.494145885351,1.0,4.284141470953677,"POLYGON ((419283.27958962787 4381163.227324846, 419284.6117290731 4381183.137955595, 419264.7010959975 4381184.470097755, 419263.3689561637 4381164.559461965, 419283.27958962787 4381163.227324846))",254.37217771303713,86.44938091769848,100.34085943190095,115.09322651128915,0.4931471645832062,0.37719547748565674,0.997537951815832,1.2175969143337813,1.1402370389988743,1.1174099661290209,0.8737280964851379,0.8883946537971497,3392.9473023839396,377.2377666248432,503.1104140526976,606.1863237139272,0.7951757907867432,0.6925656795501709,0.7573543085678437,1.2616647713205456,1.075022252249354,1.0672294431583227,0.9139523506164551,0.9033234715461731,1197.3595505617977,158.42134831460675,288.6573033707865,275.0674157303371,0.76045984,0.6208825,0.7014408614890438,1.173491468997087,1.0573527595999506,1.0538981445606785,0.8972868,0.8594086
1,6.893509865501413,25.743978151798405,245.29239269409868,5798.0,13735.737277646986,12.664024595140994,274.3264846520996,706.5839396668872,1.0,4.695138473074688,"POLYGON ((419303.1902180475 4381161.895188115, 419304.52235710644 4381181.805813821, 419284.6117290731 4381183.137955595, 419283.27958962787 4381163.227324846, 419303.1902180475 4381161.895188115))",254.96538703587163,83.08936438011328,99.01825047199496,113.7803650094399,0.5086738467216492,0.3830125331878662,0.999864262885771,1.1702727377480744,1.1252073917272156,1.1046637379557271,0.9012373089790344,0.9020953178405762,4040.1731493099123,314.9818067754078,481.1612296110414,578.2653701380176,0.8552160859107971,0.7493962049484253,0.9018243636852482,1.053450858780628,1.0281222854936782,1.018072834750031,0.9829609394073486,0.9774484038352966,1468.8125,137.10227272727272,279.9431818181818,264.47727272727275,0.82926196,0.6948619,0.8604642647920329,1.0155723905723906,1.0254329004329004,1.0133228840125392,0.9784681,0.9618088
2,7.562495165497586,30.0,229.98680395412168,5798.0,12878.652386359348,12.605294666731668,269.2951955696996,706.7952510451219,1.0,5.150996877866445,"POLYGON ((419323.1008414285 4381160.563051773, 419324.43298009806 4381180.4736724375, 419304.52235710644 4381181.805813821, 419303.1902180475 4381161.895188115, 419323.1008414285 4381160.563051773))",254.9170418006431,82.83665594855306,99.04630225080386,113.92475884244374,0.5097471475601196,0.3823719918727875,0.9996746737280121,1.1667134640641277,1.1255261619409531,1.1060656198295507,0.9031391143798828,0.900586724281311,4065.272441933459,314.48085373509105,479.94161958568736,582.4620213433773,0.8562036752700806,0.7491282820701599,0.9074268843601472,1.051775430552144,1.0255162811659988,1.0254613051820023,0.9840960502624512,0.9770988821983337,1515.340909090909,141.0284090909091,283.2443181818182,268.3636363636364,0.82968867,0.6990785,0.8877216807796774,1.0446548821548822,1.0375249750249749,1.0282131661442007,0.97897166,0.9676453
3,7.576789648359191,30.000000000000004,224.76341723353246,5798.000000000002,12586.214361477838,12.347776571835348,269.3177177723407,707.124628399914,1.0,5.164264169441472,"POLYGON ((419343.01145976485 4381159.230915819, 419344.34359804506 4381179.141531441, 419324.43298009806 4381180.4736724375, 419323.1008414285 4381160.563051773, 419343.01145976485 4381159.230915819))",254.94623655913978,83.60215053763442,99.58317520556609,114.95698924731182,0.5063043236732483,0.3785950839519501,0.9997891629770188,1.177495077994851,1.131626990972342,1.116087274245746,0.8970392346382141,0.8916911482810974,4020.5589711417815,313.2302383939774,479.10790464240904,581.9153074027604,0.855435311794281,0.7471246123313904,0.8974461989155763,1.0475927705484196,1.0237348389795065,1.0244987806386627,0.9832128286361694,0.974485456943512,1498.653409090909,139.3409090909091,282.6306818181818,268.3125,0.8299146,0.696415,0.877945758108324,1.0321548821548823,1.035277222777223,1.0280172413793105,0.97923833,0.96395856
4,7.550273589944016,29.999999999999996,219.59867801359255,5798.0,12296.959461506807,12.30637795851337,269.2627913484219,707.5215214156399,1.0,5.149103260804595,"POLYGON ((419362.9220730613 4381157.898780254, 419364.2542109535 4381177.8093908345, 419344.34359804506 4381179.141531441, 419343.01145976485 4381159.230915819, 419362.9220730613 4381157.898780254))",255.0,82.48082966687618,98.97171590194846,114.98617221873036,0.5113353729248047,0.3786100447177887,1.0,1.1617018262940306,1.124678589794869,1.1163706040653434,0.9059529304504395,0.8917263150215149,4122.446888749214,309.80892520427403,479.12633563796356,581.7416719044626,0.860228419303894,0.7527045607566833,0.9201890376672354,1.0361502515193113,1.0237742214486398,1.0241930843388427,0.9887219667434692,0.9817635416984558,1575.314606741573,139.37078651685394,286.80337078651684,274.0,0.83751106,0.7038204,0.922855657142105,1.0323761964211402,1.050561797752809,1.049808429118774,0.9882015,0.9742089
5,5.040847762984848,30.000000000000007,248.09854141854257,5798.000000000001,13892.910557166055,12.747960194828803,272.4503682693624,706.5675800402612,1.0,3.57449452278964,"POLYGON ((419264.7010959975 4381184.470097755, 419266.0332408739 4381204.3807331575, 419246.12260314584 4381205.712880748, 419244.79045788024 4381185.802240304, 419264.7010959975 4381184.470097755))",254.30133333333333,76.11022222222222,95.22755555555555,110.56266666666667,0.5392671823501587,0.394020140171051,0.9972601307189544,1.0719749608763693,1.0821313131313133,1.0734239482200647,0.9554407596588135,0.9280210733413696,4132.554807692308,445.79423076923075,547.3836538461538,671.6144230769231,0.8039730191230774,0.7190741300582886,0.9224452695741758,1.490950604579367,1.1696231919789613,1.182419758938245,0.9240636229515076,0.9378988146781921,1342.4173913043478,170.91304347826087,279.7739130434783,275.7391304347826,0.76773894,0.6534952,0.7864190927383408,1.2660225442834137,1.0248128682911293,1.056471764117941,0.90587556,0.9045502
6,5.412207418701166,28.664899617221845,280.9944669143088,6881.475470834743,15734.960481314312,13.129911086919298,330.0107371986024,706.5752281271803,1.0,3.7891895280043695,"POLYGON ((419284.6117290731 4381183.137955595, 419285.94387356157 4381203.048585954, 419266.0332408739 4381204.3807331575, 419264.7010959975 4381184.470097755, 419284.6117290731 4381183.137955595))",254.9641959798995,75.34045226130654,94.81030150753769,109.37688442211055,0.5439072847366333,0.39968353509902954,0.9998595920780372,1.0611331304409373,1.0773897898583829,1.0619114992437917,0.9636618494987488,0.9413601160049438,4305.368487131199,332.0251098556183,496.00439422473323,596.7463904582548,0.8563938736915588,0.7559385299682617,0.9610197515917855,1.110451872426817,1.0598384491981478,1.0506098423560826,0.9843147397041321,0.9859815835952759,1545.1028571428571,135.98857142857142,277.3885714285714,262.66857142857145,0.83735406,0.7083119,0.9051569168968114,1.0073227513227514,1.0160753532182103,1.006392993979201,0.9880162,0.980426
7,6.324982043611188,29.37582890019425,208.1942268223733,9492.19567750917,11658.318920557746,13.29841959151698,269.1710984377634,706.6999220403433,1.0,3.8150614672849747,"POLYGON ((419304.52235710644 4381181.805813821, 419305.8545012061 4381201.716439139, 419285.94387356157 4381203.048585954, 419284.6117290731 4381183.137955595, 419304.52235710644 4381181.805813821))",254.90347003154574,80.94069400630914,97.70157728706624,112.49211356466877,0.5183521509170532,0.3877747654914856,0.999621451104101,1.1400097747367486,1.1102451964439346,1.0921564423754249,0.9183847904205322,0.9133116006851196,4211.444792973652,304.44416562107904,474.4855708908407,571.310539523212,0.8649982213973999,0.7608731389045715,0.9400546412887614,1.0182079117761842,1.0138580574590612,1.0058284146535426,0.9942042827606201,0.9924178719520569,1539.5786516853932,131.52808988764045,274.6741573033708,256.09550561797755,0.8424897,0.7146306,0.9019207098332709,0.9742821473158552,1.0061324443346915,0.9812088337853545,0.9940759,0.9891721
8,6.432102423408596,30.0,227.43395752100915,9261.36370944396,12735.74129716154,13.264176933167894,258.8761516682584,706.8871974188563,1.0,4.004642779998091,"POLYGON ((419324.43298009806 4381180.4736724375, 419325.7651238078 4381200.384292712, 419305.8545012061 4381201.716439139, 419304.52235710644 4381181.805813821, 419324.43298009806 4381180.4736724375))",254.95967233774417,80.86200378071834,97.97479521109011,113.06931316950221,0.5186240077018738,0.3856514096260071,0.9998418523048791,1.1389014617002582,1.1133499455805693,1.0977603220340018,0.9188663959503174,0.9083106517791748,4121.909490886235,299.32809553739787,474.1181646763042,566.5908233815211,0.8645501136779785,0.7582635879516602,0.920069082787106,1.001097309489625,1.0130730014450944,0.9975190552491566,0.993689239025116,0.9890141487121582,1555.4943820224719,134.02247191011236,278.53932584269666,260.47752808988764,0.84131616,0.713083,0.9112445120225378,0.9927590511860175,1.0202905708523686,0.9979981919152783,0.9926912,0.98702985
9,6.536240670930289,29.999999999999996,223.459409868995,8968.480584815787,12513.154686215517,13.145443768510201,267.25973368043026,707.1279247227592,1.0,4.357221531730222,"POLYGON ((419344.34359804506 4381179.141531441, 419345.6757413695 4381199.052146674, 419325.7651238078 4381200.384292712, 419324.43298009806 4381180.4736724375, 419344.34359804506 4381179.141531441))",254.89779179810725,81.73564668769716,98.59179810725551,112.97791798107255,0.5146225094795227,0.3858974277973175,0.9995991835219893,1.1512062913760164,1.1203613421279035,1.0968729901075005,0.9117768406867981,0.9088899493217468,4029.2482715273413,297.98302954116906,470.20427404148336,561.6216216216217,0.8622307181358337,0.755236029624939,0.8993857748944958,0.9965987610072544,1.0047099872681269,0.9887704606014465,0.9910233616828918,0.9850652813911438,1519.403409090909,132.67613636363637,277.28409090909093,260.02840909090907,0.839316,0.7076775,0.8901015870479843,0.9827861952861952,1.0156926406926408,0.9962774294670848,0.9903311,0.97954786
